Lien,,AuteurÊ,Titre bref,Lieu/Imprimeur,Date,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=211&tbl=gln_edit&no=1352,212,G. Farel,Tressaincte oraison que Jesus Christ a baillée à ses Apostres,"[Ge], [J. Girard].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=212&tbl=gln_edit&no=1386,213,G. Frediani & al.,Epistola ad B. Ochinum cum responsione,"Ge, J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=213&tbl=gln_edit&no=1816,214,Grand,"Grand pardon de pleniere remission, pour toutes personnes, durant à tousjours","Ge, A. & J. Rivery etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=214&tbl=gln_edit&no=1966,215,F. Grisonio,"Instruttione per un giovane, éd. par P. P. Vergerio","Ge, [J. Crespin] etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=215&tbl=gln_edit&no=5565,216,J. Grünpeck,Prognostication commencant l'an XXXII jusques en l'an M. D. XL.,"Ge, W. Koeln.",[1532],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=216&tbl=gln_edit&no=1465,217,Guarino Veron.,Regule grammaticales,"[Ge], G. Koeln, dit Vigean.",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=217&tbl=gln_edit&no=1331,218,Henri VIII,"Epistre du roy d'Angleterre, touchant le Concile, qui se doibt tenir à Vincence. Avec un livre touchant le Concile qui se devoit tenir à Mantue","[Ge], [J. Girard].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=218&tbl=gln_edit&no=6256,219,Henri VIII,"Protestation et advertissement du roy d'Angleterre, touchant le Concile qui se devoit tenir à Mantue","Ge, J. Girard.",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=219&tbl=gln_edit&no=1409,220,[S. Heyden],D'un seul mediateur.,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=220&tbl=gln_edit&no=1322,221,[S. Heyden],D'ung seul mediateur.,"Ge, J. Girard.",1538,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=221&tbl=gln_edit&no=1353,222,St Jean Chrys.,"Quod multæ quidem dignitatis sed difficile sit episcopum agere, dialogus, Germano Brixio interprete","Ge, M. Du Bois.",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=222&tbl=gln_edit&no=1439,223,M. Luther,Antithese de la vraye et faulse Eglise extraicte d'un livre envoyé au Duc de Brunsvic,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=223&tbl=gln_edit&no=1453,224,M. Luther,Antithese de la vraye et faulse Eglise.,"[Ge], [J. Girard].",[1546 ?],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=224&tbl=gln_edit&no=1333,225,[M. Luther],Exposition de l'histoire des dix lepreux.,"[Ge], [J. Girard].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=225&tbl=gln_edit&no=81,226,[M. Luther],"Exposition sur les deux épistres de S. Pierre, et sur celle de S. Jude, traduicte en francoys.","Ge, J. Girard.",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=226&tbl=gln_edit&no=1344,227,[M. Luther],"Exposition sur les deux Epistres de S. Pierre, et sur celle de S. Jude.","[Ge], [J. Michel].",1540,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=227&tbl=gln_edit&no=4494,228,[M. Luther],Maniere de lire levangile et quel proffit on en doibt attendre.,"[Ge ?], [P. de Vingle].",[± 1533],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=228&tbl=gln_edit&no=1387,229,[M. Luther],"Miroirs de consolation pour ceux qui sont travaillez, & chargez","[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=229&tbl=gln_edit&no=1967,230,M. Luther,Præfatio methodica Scripturæ (trad. J. Jonas),"Ge, J. Crespin etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=230&tbl=gln_edit&no=6757,231,N. Machiavelli,Tutte le opere,"[Ge], [B. Aubert].",[± 1628] « 1550 »,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=231&tbl=gln_edit&no=6758,232,N. Machiavelli,Tutte le opere,"[Ge], [B. Aubert] etc..",[± 1635] « 1550 »,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=232&tbl=gln_edit&no=6759,233,N. Machiavelli,Tutte le opere,"[Ge], [J. Stoer] etc..",[± 1640] « 1550 »,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=233&tbl=gln_edit&no=6760,234,N. Machiavelli,Tutte le opere,"[Ge], [S. Chouet].",[± 1660] « 1550 »,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=234&tbl=gln_edit&no=1440,235,[M. Malingre],Chansons spirituelles pleines de louenges à Dieu.,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=235&tbl=gln_edit&no=5858,236,[M. Malingre],Indice des principales matieres,"[Ge], [J. Girard].",1546,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=236&tbl=gln_edit&no=1388,237,[M. Malingre],Indice des principales matieres contenues en la Bible. Nouvellement corrigé et augmenté,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=237&tbl=gln_edit&no=4424,238,[M. Malingre],Indice des principales matieres contenues en la Bible. Nouvellement corrigé et augmenté,"[Ge], J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=238&tbl=gln_edit&no=6915,239,[M. Malingre],Indice des principales matieres contenues en la saincte Bible.,"[Ge], [J. Girard].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=239&tbl=gln_edit&no=1441,240,Mandement,Mandement de Jesus Christ a tous les chrestiens,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=240&tbl=gln_edit&no=1412,241,Mandement,Mandement de Jesus Christ.,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=241&tbl=gln_edit&no=6958,242,Manière,"Maniere, ordre et fasson d'espouser et confirmer les mariages","Ge, W. Koeln.",1537,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=242&tbl=gln_edit&no=1413,243,A. Marcourt,Declaration de la messe,"[Ge], [J. Michel].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=243&tbl=gln_edit&no=1414,244,[A. Marcourt],Declaration de la messe,"[Ge], [J. Michel].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=244&tbl=gln_edit&no=1366,245,[A. Marcourt],Declaration de la messe.,"[Ge], [J. Michel].",[± 1542],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=245&tbl=gln_edit&no=1354,246,[A. Marcourt],"Livre des marchans, reveu et augmenté.","[Ge], [J. Michel].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=246&tbl=gln_edit&no=1415,247,A. Marcourt,"Livre des marchans, reveu et augmenté.","[Ge], [J. Michel].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=247&tbl=gln_edit&no=1416,248,[A. Marcourt],"Livre des marchans, reveu et augmenté.","[Ge], [J. Michel].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=248&tbl=gln_edit&no=1466,249,[A. Marcourt],"Livre des marchans, reveu et augmenté.","[Ge], [J. Girard].",1548,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=249&tbl=gln_edit&no=1367,250,[A. Marcourt],Petit traicté tres utile et salutaire de la saincte eucharistie.,"[Ge], [J. Michel].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=250&tbl=gln_edit&no=1334,251,Marguerite,Miroir.,"Ge, J. Girard.",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=251&tbl=gln_edit&no=1340,252,Marguerite,Miroir.,"« Av », [J. Girard].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=252&tbl=gln_edit&no=1417,253,C. Marot,Enfer,"Ge, s.n..",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=253&tbl=gln_edit&no=1389,254,C. Marot,Enfer de Paris.,"[Ge], J. Girard.",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=254&tbl=gln_edit&no=1345,255,[K. Megander],Exposition chrestienne dés dix commandemens.,"[Ge], [J. Girard].",1540,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=255&tbl=gln_edit&no=1368,256,P. Melanchthon,De l'autorité de l'Eglise. translaté en françois,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=256&tbl=gln_edit&no=1418,257,P. Melanchthon,De l'office des princes.,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=257&tbl=gln_edit&no=1442,258,P. Melanchthon,De l'office des princes. Avec la maniere d'apprendre la theologie,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=258&tbl=gln_edit&no=1815,259,P. Melanchthon,"De la puissance et authorité de l'Eglise, et comment sans la parolle de Dieu elle ne peut estre cogneue, translatée de latin en françois","[Ge], [J. Girard].",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=259&tbl=gln_edit&no=1390,260,P. Melanchthon,De la puissance et authorité de la saincte Eglise chrestienne.,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=260&tbl=gln_edit&no=1475,261,P. Melanchthon,Histoire de la vie et faitz de M. Martin Luther,"Ge, J. Girard.",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=261&tbl=gln_edit&no=6255,262,P. Melanchthon,Maniere d'apprendre la theologie,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=262&tbl=gln_edit&no=36,263,[P. Melanchthon],Responce donnée par les princes d'Allemaigne en matiere de la Religion Chrestienne. [traduit par Jean Calvin],"Ge, M. Du Bois.",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=263&tbl=gln_edit&no=99,264,P. Melanchthon,Somme de theologie.,"[Ge], [J. Girard].",1546,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=264&tbl=gln_edit&no=1369,265,[J. Menard],"Declaration de la reigle et estat des Cordeliers, nouvellement reveue et augmentée","[Ge], [J. Michel].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=265&tbl=gln_edit&no=1346,266,[J. Menard],Epistre chrestienne aux freres mineurs.,"[Ge], [J. Michel].",1540,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=266&tbl=gln_edit&no=1457,267,Nouvelles,Nouvelles de la victoire des protestants,"[Ge], [J. Girard ?].",1547,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=267&tbl=gln_edit&no=1391,268,B. Ochino,Epistola alli Signori di Balia della citta di Siena,"Ge, [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=268&tbl=gln_edit&no=1419,269,B. Ochino,"Epistre aux magnifiques Seigneurs de Siene, avec une autre epistre à Mutio, translatées de la langue italienne","[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=269&tbl=gln_edit&no=1443,270,B. Ochino,Expositione sopra la epistola alli Romani,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=270&tbl=gln_edit&no=1444,271,[B. Ochino],Expositione sopra la epistola alli Romani,"[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=271&tbl=gln_edit&no=1420,272,B. Ochino,"Image de l'Antechrist, translaté en françoys","[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=272&tbl=gln_edit&no=1445,273,B. Ochino,"Image de l'Antechrist, translaté en francoys","[Ge], [J. Girard].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=273&tbl=gln_edit&no=5639,274,B. Ochino,Imagine del Antechristo,"[Ge], [J. Girard].",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=274&tbl=gln_edit&no=1370,275,B. Ochino,Imagine di Antechristo,"[Ge], [J. Girard].",[± 1542],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=275&tbl=gln_edit&no=1371,276,B. Ochino,Prediche,"[Ge], [J. Girard].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=276&tbl=gln_edit&no=1392,277,B. Ochino,Responsio ad Marcum Brixiensem,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=277&tbl=gln_edit&no=1393,278,B. Ochino,Responsio ad Mutium Justinopolitanum,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=278&tbl=gln_edit&no=1421,279,B. Ochino,Sermones de fide,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=279&tbl=gln_edit&no=1397,280,B. Ochino,Sermones. 2. Thess. 2. Domnius Jesus interficiet...,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=280&tbl=gln_edit&no=1422,281,B. Ochino,Sermones. Jac. 4. Petitis et non accipitis...,"[Ge], [J. Girard].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=281&tbl=gln_edit&no=1395,282,B. Ochino,Sermones. Joan. 12. Nisi granum frumenti...,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=282&tbl=gln_edit&no=1394,283,B. Ochino,Sermones. Joan. 5. Quomodo vos potestis credere...,"Ge, [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=283&tbl=gln_edit&no=1396,284,B. Ochino,Sermones. Matt. 11. Omnis qui confitebitur me...,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=284&tbl=gln_edit&no=4507,285,[P. R. Olivétan],Instruction des enfans,"[Ge], [P. de Vingle].",[1533],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=285&tbl=gln_edit&no=6257,286,[P. R. Olivétan],Instruction des enfans,"[Ge], [J. Girard].",1540,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=286&tbl=gln_edit&no=1317,287,[P. R. Olivétan],Instruction dés enfants,"Ge, J. Girard.",1537,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=287&tbl=gln_edit&no=1372,288,[A. Osiander],Du tres illustre prince Ottheynrichen Conte Palatin mandat et advertissement a ses ecclesiastiques de recepvoir la parolle de Dieu.,"[Ge], [W. Koeln].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=288&tbl=gln_edit&no=5812,289,P. Paracelsus,Practique composée sur Europe commençant l'an 1530 durant jusques en l'an 34 suyvant,"[Ge], [W. Koeln].",[1530],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=289&tbl=gln_edit&no=5319,290,Pardons,"Grans pardons et indulgences, le tresgrand Jubile de plainiere remission.","« Ga », [P. de Vingle].",[± 1533],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=290&tbl=gln_edit&no=6666,291,Petit,Petit traictié pour parvenir a la vraye cognoissance des lettres et syllables,"Ge, W. Koeln.",1532,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=291&tbl=gln_edit&no=1467,292,Principia,Principia grammatice iuvenibus scire per maxime utilia,"Ge, G. Koeln, dit Vigean.",1548,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=292&tbl=gln_edit&no=5660,293,F. Rabelais,"Plaisante, et joyeuse histoyre du grand Geant Gargantua. Prochainement reveue, et de beaucoup augmentée par l'Autheur mesme. (Second-Quart Livre)","« Va », [s.n.].",[± 1600] « 1547 »,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=293&tbl=gln_edit&no=1355,294,Ratramne & al.,De corpore et sanguine Domini liber. Epistola Augustini ad Dardanum. Tractatus eiusdem de corpore et sanguine Domini,"Ge, M. Du Bois.",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=294&tbl=gln_edit&no=1423,295,[U. Rhegius],Doctrine nouvelle et ancienne. Nouvellement reveue et augmentée,"[Ge], [J. Michel].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=295&tbl=gln_edit&no=1374,296,[U. Rhegius],Doctrine nouvelle et ancienne. Nouvellement corrigée et augmentée.,"[Ge], [J. Michel].",1542,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=296&tbl=gln_edit&no=4532,297,[U. Rhegius],Medecine de l'ame,"[Ge], [J. Girard].",1541,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=297&tbl=gln_edit&no=27,298,J. Sadoleto & al.,Epistola ad senatum populumque genevensen. Calvini responsio,"Ge, M. Du Bois.",1540,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=298&tbl=gln_edit&no=28,299,J. Sadoleto & al.,Epistre envoyée au Senat et Peuple de Geneve. Avec la Response de Jehan Calvin : translatées de Latin en Françoys,"Ge, M. Du Bois.",1540,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=299&tbl=gln_edit&no=16,300,[A. Saulnier],Ordo et ratio docendi Geneve in gymnasio,"[Ge], [J. Girard].",1538,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=300&tbl=gln_edit&no=13,301,[A. Saulnier],Ordre et maniere d'enseigner en la ville de Geneve.,"Ge, J. Girard.",1538,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=301&tbl=gln_edit&no=171,302,[H. Scrimger],"Exemplum memorabile desperationis in Francisco Spera, cum præfatione J. Calvini","Ge, J. Girard.",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=302&tbl=gln_edit&no=176,303,[H. Scrimger],Un exemple notable d'un homme desesperé pour avoir renoncé la verité de l'Evangile. Avec la preface de Jean Calvin,"Ge, J. Girard.",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=303&tbl=gln_edit&no=1336,304,Sermon,Sermon notable pour le jour de la Dedicace. Nouvellement imprimé,"[Ge], [J. Michel].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=304&tbl=gln_edit&no=1814,305,[J. Sleidanus],D'un nouveau chef qui au temps des empereurs s'esleva a Rome,"Ge, A. & J. Rivery etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=305&tbl=gln_edit&no=4426,306,[J. Sleidanus],D'un nouveau chef qui au temps des empereurs s'esleva a Rome,"[Ge], [A. & J. Rivery] etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=306&tbl=gln_edit&no=1398,307,[J. Sleidanus],D'un nouveau chef qui au temps des empereurs s'esleva a Rome.,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=307&tbl=gln_edit&no=1337,308,Somme,Somme de l'escripture saincte enseignant la vraye foy. Nouvellement reveue et corrigée,"[Ge], [J. Michel].",1539,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=308&tbl=gln_edit&no=1424,309,Somme,Somme de l'escripture saincte enseignant la vraye foy. Nouvellement reveue et corrigée,"[Ge], [J. Michel].",1544,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=309&tbl=gln_edit&no=1474,310,[J. Stumpf],Histoire veritable et digne de memoire de quatre Jacopins de Berne.,"[Ge], [J. Girard].",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=310&tbl=gln_edit&no=6982,311,Table,Table pour trouver les pseaumes,"[Ge], [J. Girard].",[1549],
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=311&tbl=gln_edit&no=1446,312,Taux,"Taux et vente du pain tant blanc, moyen que gros.","[Ge], [W. Koeln].",1545,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=312&tbl=gln_edit&no=6832,313,Taux,Taux et vente du pain.,"[Ge], [W. Koeln].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=313&tbl=gln_edit&no=1476,314,[B. Textor],Confession vrayement chrestienne,"[Ge], [J. Girard].",1549,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=314&tbl=gln_edit&no=1399,315,Traité,Traicté de purgatoire,"[Ge], [J. Girard].",1543,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=315&tbl=gln_edit&no=1566,316,P. P. Vergerio,Epistola nella quale sono descritte molte cose di Geneva,"Ge, [J. Crespin] etc..",1550,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=316&tbl=gln_edit&no=1425,317,Verité,"Verité cachée, devant cent ans faicte et composée a six personnages","[Ge], [J. Michel].",1544,
