Lien,,Auteur ,Titre bref,Lieu/Imprimeur,Date,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=205&tbl=gln_edit&no=2111,206,H. Bullinger,Trois decades des sermons traduits de latin en françois [par François Bourgoin],"[Ge], N. Barbier & Thomas Courteau",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=206&tbl=gln_edit&no=2051,207,H. Bullinger,"Vingt et six sermons sur le premier sermon ou harangue du prophete Jeremie, trad. de latin en françois","[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=207&tbl=gln_edit&no=6300,208,Calendrier,Calendrier historial perpetuel.,"[Ge], A. Cercia [pour Conrad Badius]",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=208&tbl=gln_edit&no=1995,209,Calendrier,Kalendrier ou almanach historial,"[Ge], F. Jaquy, Antoine Davodeau & Jacques Bourgeois",[1561] « 1556 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=209&tbl=gln_edit&no=1907,210,A. Calepino,"Dictionarium, quarto et postremo ex R. Stephani latinæ linguæ thesauro auctum","[Ge], R. Estienne.",1553 (-1554),,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=210&tbl=gln_edit&no=271,211,[J. Calvin],Del fuggir le superstitioni che repugnano a la vera e sincera confession della fede,"[Ge], [J. Crespin].",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=211&tbl=gln_edit&no=222,212,[J. Calvin],<Stoicheiôsis tês Christianôn pisteôs>. Rudimenta fidei christianæ,"[Ge], R. Estienne.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=212&tbl=gln_edit&no=204,213,J. Calvin & al.,Accord passé et conclud touchant la matiere des sacremens.[éd. A],"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=213&tbl=gln_edit&no=6861,214,J. Calvin & al.,Accord passé et conclud touchant la matiere des sacremens.[éd. B],"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=214&tbl=gln_edit&no=373,215,J. Calvin,Advertissement tres utile du grand profit qui reviendroit à la Chrestienté s'il se faisoit inventaire des reliques,"[Ge], F. Jaquy, Antoine Davodeau & Jacques Bourgeois",[1557 ?],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=215&tbl=gln_edit&no=177,216,J. Calvin,"Advertissement tresutile du profit qui reviendroit a la Chrestienté s'il se faisoit inventoire de tous les corps sainctz, et reliques","Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=216&tbl=gln_edit&no=156,217,J. Calvin,Appendix libelli adversus Interim,"[Ge], J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=217&tbl=gln_edit&no=334,218,[J. Calvin],Articles de la faculté de Paris avec le remede,"[Ge], P. J. Poullain & René Houdouyn",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=218&tbl=gln_edit&no=374,219,J. Calvin,Brevis responsio ad diluendas nebulonis calumnias,"[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=219&tbl=gln_edit&no=318,220,J. Calvin,Brieve resolution sur les disputes quant aux sacrements,"Ge, C. Badius.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=220&tbl=gln_edit&no=319,221,J. Calvin,Brieve resolution sur les disputes quant aux sacrements,"[Ge], s.n..",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=221&tbl=gln_edit&no=393,222,J. Calvin,Calumniæ nebulonis cuiusdam cum responsione,"[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=222&tbl=gln_edit&no=6976,223,J. Calvin,Catechisme,"Ge, A. & J. Rivery & Jean Rivery",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=223&tbl=gln_edit&no=225,224,[J. Calvin],Catechisme,"[Ge], [J. Crespin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=224&tbl=gln_edit&no=226,225,[J. Calvin],Catechisme,"[Ge], J. Berjon.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=225&tbl=gln_edit&no=245,226,J. Calvin,Catechisme,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=226&tbl=gln_edit&no=266,227,J. Calvin,Catechisme,"[Ge], R. Estienne.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=227&tbl=gln_edit&no=267,228,[J. Calvin],Catechisme,"[Ge], A. & J. Rivery & Jean Rivery",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=228&tbl=gln_edit&no=363,229,J. Calvin,Catechisme,"[Ge], Z. Durant.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=229&tbl=gln_edit&no=364,230,[J. Calvin],Catechisme,"[Ge], S. Du Bosc.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=230&tbl=gln_edit&no=6318,231,J. Calvin,Catechisme,"[Ge], [A. Reboul].",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=231&tbl=gln_edit&no=414,232,[J. Calvin],Catechisme latin-français.,"[Ge], C. Badius.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=232&tbl=gln_edit&no=284,233,J. Calvin,Catéchisme latin-françois,"[Ge], s.n..",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=233&tbl=gln_edit&no=354,234,J. Calvin,Catechisme or manner to teache children the christian religion,"[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=234&tbl=gln_edit&no=429,235,J. Calvin,Catechisme or manner to teache children the christian religion,"[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=235&tbl=gln_edit&no=157,236,[J. Calvin],Catechismo,"[Ge], [J. Girard].",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=236&tbl=gln_edit&no=1125,237,[J. Calvin],Catechismo,"[Ge], J. B. Pinereul.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=237&tbl=gln_edit&no=179,238,J. Calvin,"Catechismo, tradotto in italiano per G. Domenico Gallo","Ge, A. & J. Rivery & Jean Rivery",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=238&tbl=gln_edit&no=180,239,J. Calvin,"Catechismo, tradotto in italiano per G. Domenico Gallo","[Ge], A. & J. Rivery & Jean Rivery",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=239&tbl=gln_edit&no=158,240,J. Calvin,Catechismus ecclesiæ Genevensis,"Ge, J. Crespin & Conrad Badius",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=240&tbl=gln_edit&no=181,241,J. Calvin,Catechismus ecclesiæ Genevensis,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=241&tbl=gln_edit&no=441,242,J. Calvin,Catechismus ecclesiæ genevensis,"Ge, N. Barbier & Thomas Courteau",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=242&tbl=gln_edit&no=415,243,[J. Calvin],Catecismo. (La forma de las oraciones).,"[Ge], [J. Crespin].",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=243&tbl=gln_edit&no=320,244,J. Calvin,Chant de victoire chanté à Jesus Christ,"[Ge], C. Badius.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=244&tbl=gln_edit&no=227,245,[J. Calvin] & al.,Claire declaration du contenu au Vieil et Nouveau Testament. Sommaires des chapitres des livres du Nouveau Testament,"[Ge], [R. Estienne].",[1552],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=245&tbl=gln_edit&no=321,246,[J. Calvin],Come Christo è il fine de la Legge,"[Ge], G. Paschale.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=246&tbl=gln_edit&no=185,247,J. Calvin,Commentaire sur l'Epistre de Sainct Paul à Philemon,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=247&tbl=gln_edit&no=269,248,J. Calvin,Commentaire sur l'evangile selon S. Jean,"[Ge], [J. Girard].",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=248&tbl=gln_edit&no=286,249,J. Calvin,"Commentaire sur le premier livre de Moyse, dit Genese","Ge, J. Girard.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=249&tbl=gln_edit&no=287,250,J. Calvin,"Commentaire sur le premier livre de Moyse, dit Genese","[Ge], J. Girard.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=250&tbl=gln_edit&no=356,251,J. Calvin,"Commentaire sur les epistres de l'apostre St. Paul et aussi sur l'ep. aux Hebreux, item sur les epistres canoniques","[Ge], C. Badius.",1556 (-1557),,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=251&tbl=gln_edit&no=161,252,J. Calvin,Commentaires sur l'Epistre à Tite,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=252&tbl=gln_edit&no=159,253,J. Calvin,Commentaires sur l'Epistre aux Romains,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=253&tbl=gln_edit&no=183,254,J. Calvin,Commentaires sur l'epistre canonique de S. Jude. Reveu et augmenté par luymesme,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=254&tbl=gln_edit&no=182,255,J. Calvin,Commentaires sur l'epistre canonique de Sainct Jean,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=255&tbl=gln_edit&no=184,256,J. Calvin,Commentaires sur l'epistre de S. Jacques,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=256&tbl=gln_edit&no=160,257,J. Calvin,Commentaires sur l'Epistre de sainct Jaques,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=257&tbl=gln_edit&no=186,258,J. Calvin,Commentaires sur la premiere et seconde epistre de S. Pierre Apostre,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=258&tbl=gln_edit&no=228,259,J. Calvin,Commentaires sur le prophète Isaie,"Ge, A. Rivery & Jean Rivery",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=259&tbl=gln_edit&no=1299,260,[J. Calvin],Commentaires sur le prophète Isaie,"Ge, A. Rivery & Jean Rivery",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=260&tbl=gln_edit&no=6196,261,[J. Calvin],Commentaires sur le prophète Isaie,"[Ge], [A. Rivery & Jean Rivery] ",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=261&tbl=gln_edit&no=187,262,J. Calvin,Commentaires sur les deux Epistres de sainct Paul aux Thessaloniciens,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=262&tbl=gln_edit&no=188,263,J. Calvin,Commentaires sur les epistres canoniques,"Ge, J. Girard.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=263&tbl=gln_edit&no=357,264,J. Calvin,Commentaires sur les epistres canoniques,"[Ge], C. Badius.",1556 (-1557),,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=264&tbl=gln_edit&no=442,265,J. Calvin,Commentaires sur les epistres canoniques,"Ge, J. Bonnefoy.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=265&tbl=gln_edit&no=444,266,J. Calvin,"Commentaires sur toutes les epistres de S. Paul ainsi que sur l'epistre aux Hébreux, item sur les epistres canoniques","[Ge], É. Anastaise.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=266&tbl=gln_edit&no=163,267,J. Calvin,Commentarii in epistolam ad Titum,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=267&tbl=gln_edit&no=189,268,J. Calvin,Commentarii in epistolas canonicas,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=268&tbl=gln_edit&no=288,269,J. Calvin,Commentarii in epistolas canonicas. 2da editio,"Ge, J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=269&tbl=gln_edit&no=190,270,J. Calvin,Commentarii in Isaiam prophetam,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=270&tbl=gln_edit&no=416,271,J. Calvin,Commentarii in Isaiam prophetam,"Ge, J. Crespin.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=271&tbl=gln_edit&no=1293,272,J. Calvin,Commentarii in posteriorem Pauli epistolam ad Thessalonicenses,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=272&tbl=gln_edit&no=162,273,J. Calvin,Commentarii in priorem Pauli epistolam ad Thessalonicenses,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=273&tbl=gln_edit&no=445,274,J. Calvin,Commentarii integri in Acta Apostolorum,"[Ge], J. Crespin.",1560-1561,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=274&tbl=gln_edit&no=257,275,J. Calvin,Commentariorum in Acta Apostolorum liber posterior,"[Ge], J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=275&tbl=gln_edit&no=290,276,J. Calvin,Commentariorum in Acta Apostolorum liber posterior,"Ge, J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=276&tbl=gln_edit&no=291,277,J. Calvin,Commentariorum in Acta Apostolorum libri duo,"[Ge], J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=277&tbl=gln_edit&no=446,278,J. Calvin,Commentariorum in Acta Apostolorum libri duo,"[Ge], J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=278&tbl=gln_edit&no=229,279,J. Calvin,"Commentariorum in Acta Apostolorum, liber I","Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=279&tbl=gln_edit&no=323,280,J. Calvin,Concordance qu'on appelle Harmonie composee de trois evangelistes. Item l'evangile selon S. Iean,"[Ge], C. Badius.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=280&tbl=gln_edit&no=395,281,J. Calvin,Concordance qu'on appelle Harmonie composee de trois evangelistes. Item l'evangile selon S. Iean,"[Ge], C. Badius.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=281&tbl=gln_edit&no=418,282,J. Calvin,Concordance qu'on appelle Harmonie composee de trois evangelistes. Item l'evangile selon S. Iean,"[Ge], C. Badius.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=282&tbl=gln_edit&no=193,283,J. Calvin & al.,Consensio mutua in re sacramentaria,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=283&tbl=gln_edit&no=196,284,[J. Calvin],De la predestination eternelle,"[Ge], [J. Crespin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=284&tbl=gln_edit&no=231,285,J. Calvin,De la predestination eternelle,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=285&tbl=gln_edit&no=232,286,J. Calvin,De la predestination eternelle,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=286&tbl=gln_edit&no=165,287,J. Calvin,De prædestinatione et providentia Dei. De libertate christiana,"Ge, J. Crespin & Conrad Badius",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=287&tbl=gln_edit&no=166,288,J. Calvin,De Scandalis,"Ge, J. Crespin.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=288&tbl=gln_edit&no=194,289,J. Calvin,De scandalis,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=289&tbl=gln_edit&no=1187,290,J. Calvin,De scandalis,"[Ge], [J. Crespin ?].",[1551 ?],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=290&tbl=gln_edit&no=167,291,J. Calvin,De vita hominis christiani,"Ge, J. Crespin & Conrad Badius",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=291&tbl=gln_edit&no=168,292,J. Calvin,De vitandis superstitionibus,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=292&tbl=gln_edit&no=230,293,J. Calvin,De æterna Dei prædestinatione,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=293&tbl=gln_edit&no=292,294,J. Calvin,Declaration pour maintenir la vraye foy de la Trinité,"Ge, J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=294&tbl=gln_edit&no=293,295,J. Calvin,Defensio orthodoxæ fidei de trinitate,"[Ge], R. Estienne.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=295&tbl=gln_edit&no=324,296,J. Calvin,Defensio sanæ et orthodoxæ doctrinæ de sacramentis,"[Ge], R. Estienne.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=296&tbl=gln_edit&no=195,297,J. Calvin,Des scandales,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=297&tbl=gln_edit&no=447,298,J. Calvin,Des scandales,"[Ge], J. B. Pinereul.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=298&tbl=gln_edit&no=169,299,J. Calvin,Des scandales.,"Ge, J. Crespin.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=299&tbl=gln_edit&no=326,300,J. Calvin,Deux sermons prins de la premiere epistre a Timothee au second chapitre,"[Ge], J. Girard.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=300&tbl=gln_edit&no=422,301,J. Calvin,Deux traictez touchant la reformation de l'Eglise chrestienne.,"[Ge], A. Reboul.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=301&tbl=gln_edit&no=233,302,J. Calvin,Disputatio de cognitione hominis,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=302&tbl=gln_edit&no=448,303,J. Calvin,Dixhuict sermons sur l'histoire de Melchisedech et la matiere de la justification,"[Ge], J. Bonnefoy.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=303&tbl=gln_edit&no=449,304,J. Calvin,Dixhuict sermons sur l'histoire de Melchisedech et la matiere de la justification,"[Ge], É. Anastaise.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=304&tbl=gln_edit&no=1303,305,J. Calvin,Dixhuict sermons sur l'histoire de Melchisedech et la matiere de la justification,"[Ge], J. Bonnefoy [pour Jean Durant]",1560[-1565],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=305&tbl=gln_edit&no=170,306,J. Calvin,Epistolæ duæ de rebus hoc seculo cognitu necessariis,"Ge, [J. Crespin].",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=306&tbl=gln_edit&no=198,307,[J. Calvin] & al.,Exposition des dix commandemens.,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=307&tbl=gln_edit&no=4413,308,[J. Calvin] & al.,Exposition des dix commandements,"[Ge], [J. Crespin].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=308&tbl=gln_edit&no=199,309,[J. Calvin],Exposition sur l'oraison de nostre Seigneur Jesus Christ,"[Ge], [J. Crespin].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=309&tbl=gln_edit&no=200,310,J. Calvin,Exposition sur l'oraison de nostre Seigneur Jesus Christ,"[Ge], [J. Crespin].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=310&tbl=gln_edit&no=1124,311,[J. Calvin],Forma de le orationi ecclesiastiche. E il modo d'amministrare i sacramenti.,"[Ge], J. B. Pinereul.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=311&tbl=gln_edit&no=207,312,[J. Calvin],Forma delle preghiere ecclesiastiche,"Ge, A.  Rivery & Jean Rivery",1551,,,
